direction,eigenvalue,gradient_noise_variance,gamma_i
322,0.014649291522800922,1.0844760057502802e-05,0.0007402924599202256
323,0.015100670047104359,1.3926575488516205e-06,9.22248843599275e-05
324,0.015829196199774742,1.7844891936765833e-06,0.0001127340372281176
325,0.0164252370595932,1.9945258884949726e-06,0.00012143056938895532
326,0.017560673877596855,3.1215988892680063e-06,0.00017776076880799015
327,0.01771201565861702,7.383628397928801e-07,4.1687115347239514e-05
328,0.01787913776934147,1.64137971370205e-05,0.0009180418736504348
329,0.018206147477030754,2.2462645336534972e-05,0.0012337945391727879
330,0.019649947062134743,3.30889263399348e-06,0.00016839193630041293
331,0.019773190841078758,8.70674411271127e-06,0.0004403307580799266
332,0.020057324320077896,2.90310835514399e-05,0.0014474056004757842
333,0.020227450877428055,1.1265483279920815e-05,0.0005569403355957246
334,0.0205431766808033,2.1805875205410635e-05,0.0010614655924070045
335,0.020731059834361076,5.881156316511949e-06,0.0002836881646911326
336,0.02100401744246483,1.2354567047609128e-05,0.000588200189866121
337,0.022496452555060387,3.24107054085549e-05,0.001440702943240906
338,0.02509939670562744,8.19779456678548e-06,0.0003266132115815948
339,0.026291631162166595,2.6403434500061088e-05,0.0010042524306386655
340,0.02670132927596569,2.006075617042012e-05,0.0007513017783903793
341,0.026840053498744965,5.203719803665368e-07,1.9387889088629026e-05
342,0.026994284242391586,2.247039400670204e-05,0.0008324130325120727
343,0.027807649224996567,2.840974392555296e-07,1.0216521251287637e-05
344,0.028724292293190956,5.700759762481998e-06,0.00019846475952458377
345,0.028865423053503036,6.308620230301479e-06,0.00021855284152975132
346,0.030537154525518417,2.9879672786210006e-06,9.784694497727683e-05
347,0.03172975033521652,4.8881835952733e-06,0.0001540567935023414
348,0.034808192402124405,1.1199867304694067e-05,0.00032175952072738257
349,0.03529767692089081,5.646866079580672e-06,0.00015997840572444568
350,0.035536788403987885,9.715937540318765e-06,0.00027340505365500216
351,0.035618819296360016,3.914549584090304e-06,0.00010990116071843914
352,0.03594658151268959,5.537153445637985e-06,0.000154038387313222
353,0.036118656396865845,3.2487190283183994e-05,0.0008994573310319216
354,0.03678674250841141,6.840192997710044e-06,0.00018594179672598116
355,0.03770119696855545,1.386118837120309e-05,0.00036765910596323943
356,0.03781820088624954,2.3083389903857847e-06,6.103777906645691e-05
357,0.037976138293743134,4.004876052008368e-06,0.00010545769612041366
358,0.03822148218750954,7.181683264824116e-06,0.00018789651404913416
359,0.038885265588760376,1.6995605615242755e-05,0.00043707058079488247
360,0.04212747514247894,5.3470884717639875e-06,0.0001269263931360626
361,0.046411920338869095,4.151304243501033e-06,8.94447851584455e-05
362,0.04754413291811943,7.83310532770007e-05,0.0016475440494814059
363,0.04864510893821716,1.2173140054564966e-05,0.00025024386459953745
364,0.04977412521839142,0.00011612013174688175,0.002332941688827022
365,0.05078614875674248,8.49245563038237e-05,0.0016721991799496104
366,0.05424587428569794,6.046217616519344e-05,0.0011145949247081165
367,0.05613816902041435,7.63385054434763e-05,0.0013598324771817228
368,0.05786323919892311,5.03459312218778e-05,0.0008700849091561882
369,0.06102210283279419,5.3689093243726393e-05,0.000879830270530649
370,0.06161404401063919,1.6808566288572613e-05,0.0002728041400053241
371,0.06188841536641121,0.00010973742671685194,0.0017731497254720452
372,0.06530137360095978,4.3737783417330685e-06,6.69783513048305e-05
373,0.06833527237176895,0.000282097772338223,0.004128142942103276
374,0.07487368583679199,0.0001247782011890436,0.0016665160769703839
375,0.07834009826183319,0.00033453459081320136,0.004270285565574591
376,0.08392518013715744,0.0001617012684131035,0.0019267312640716169
377,0.09296613931655884,0.0039211545549844564,0.042178309046829836
378,0.09704749286174774,0.0012000895319212019,0.012366002423481764
379,0.10038650035858154,0.000676000871230379,0.006733981848313243
380,0.11840332299470901,0.0020043626561429364,0.016928263544026576
381,0.12582871317863464,0.004689394222757672,0.03726807740694529
382,0.131965771317482,0.0008308396800047468,0.006295872571425515
383,0.15682657063007355,0.0012390086083994732,0.007900501830917912
384,0.16638408601284027,0.0015718084843797757,0.009446867918957559
385,0.18860892951488495,0.0032831105084468507,0.017406972813488922
