landscape,w,loss
0,-0.5666666666666667,-0.6867496041755295
0,-0.56,-0.6892011260118541
0,-0.5533333333333333,-0.6915017346443293
0,-0.5466666666666666,-0.6936561371290705
0,-0.54,-0.6956694896662796
0,-0.5333333333333333,-0.6975471857033996
0,-0.5266666666666666,-0.699294600075603
0,-0.52,-0.7009168359293363
0,-0.5133333333333333,-0.7024185215091329
0,-0.5066666666666666,-0.7038036957969034
0,-0.5,-0.7050758067269038
0,-0.4933333333333333,-0.7062378257810742
0,-0.4866666666666667,-0.7072924615741258
0,-0.48,-0.7082424362245627
0,-0.4733333333333334,-0.7090907751946249
0,-0.4666666666666667,-0.7098410562735472
0,-0.45999999999999996,-0.710497567543664
0,-0.45333333333333337,-0.711065337042236
0,-0.44666666666666666,-0.7115500164721216
0,-0.43999999999999995,-0.7119576246130884
0,-0.43333333333333335,-0.712294179274428
0,-0.42666666666666664,-0.7125652659023584
0,-0.42000000000000004,-0.7127756031001681
0,-0.41333333333333333,-0.7129286682529994
0,-0.4066666666666666,-0.7130264395710688
0,-0.4,-0.7130692951600075
0,-0.3933333333333333,-0.713056087610029
0,-0.3866666666666667,-0.7129843875194029
0,-0.38,-0.7128508652589396
0,-0.3733333333333333,-0.7126517609037236
0,-0.3666666666666667,-0.712383380590827
0,-0.36,-0.712042555336162
0,-0.3533333333333334,-0.7116270057631228
0,-0.3466666666666667,-0.7111355719201418
0,-0.33999999999999997,-0.7105682887467487
0,-0.33333333333333337,-0.7099263112826756
0,-0.32666666666666666,-0.7092117156224124
0,-0.31999999999999995,-0.7084272184663603
0,-0.31333333333333335,-0.7075758673804589
0,-0.30666666666666664,-0.7066607543208597
0,-0.30000000000000004,-0.7056847968576558
0,-0.29333333333333333,-0.704650616495229
0,-0.2866666666666666,-0.7035605242897527
0,-0.28,-0.7024166039772989
0,-0.2733333333333333,-0.7012208654594093
0,-0.2666666666666667,-0.6999754296242741
0,-0.26,-0.6986827009819901
0,-0.2533333333333333,-0.6973454880321628
0,-0.2466666666666667,-0.6959670418615435
0,-0.24,-0.6945509991824119
0,-0.23333333333333328,-0.6931012340223344
0,-0.22666666666666668,-0.6916216393777097
0,-0.21999999999999997,-0.6901158733747496
0,-0.21333333333333337,-0.6885871115879357
0,-0.20666666666666667,-0.6870378469856036
0,-0.19999999999999996,-0.6854697716167752
0,-0.19333333333333336,-0.6838837609681353
0,-0.18666666666666665,-0.6822799652335845
0,-0.18000000000000005,-0.6806579944471183
0,-0.17333333333333334,-0.6790171694896934
0,-0.16666666666666663,-0.6773568009005769
0,-0.16000000000000003,-0.6756764538385558
0,-0.15333333333333332,-0.6739761609424221
0,-0.1466666666666666,-0.6722565545191157
0,-0.14,-0.6705189036614208
0,-0.1333333333333333,-0.66876505804289
0,-0.1266666666666667,-0.6669973154393208
0,-0.12,-0.6652182418654223
0,-0.11333333333333329,-0.6634304796233256
0,-0.10666666666666669,-0.6616365785485753
0,-0.09999999999999998,-0.6598388794598263
0,-0.09333333333333338,-0.6580394675164917
0,-0.08666666666666667,-0.6562401989718317
0,-0.07999999999999996,-0.6544427902664479
0,-0.07333333333333336,-0.6526489461490349
0,-0.06666666666666665,-0.6508604957105675
0,-0.06000000000000005,-0.6490795032340119
0,-0.053333333333333344,-0.6473083249094174
0,-0.046666666666666634,-0.6455495919705053
0,-0.040000000000000036,-0.6438061139583143
0,-0.033333333333333326,-0.642080710263368
0,-0.026666666666666616,-0.6403759912806366
0,-0.020000000000000018,-0.6386941201111057
0,-0.013333333333333308,-0.6370365900855679
0,-0.00666666666666671,-0.6354040517309205
0,0.0,-0.6337962154649296
0,0.006666666666666599,-0.6322118446031023
0,0.01333333333333342,-0.6306488392555798
0,0.020000000000000018,-0.629104397830517
0,0.026666666666666616,-0.6275752315385124
0,0.03333333333333344,-0.6260578004296943
0,0.040000000000000036,-0.6245485381981999
0,0.046666666666666634,-0.6230440373625192
0,0.05333333333333323,-0.6215411755653472
0,0.06000000000000005,-0.6200371758799057
0,0.06666666666666665,-0.6185296068834825
0,0.07333333333333325,-0.6170163394738631
0,0.08000000000000007,-0.615495484891819
0,0.08666666666666667,-0.6139653407998609
0,0.09333333333333327,-0.6124243691272434
0,0.10000000000000009,-0.6108712213241109
0,0.10666666666666669,-0.6093048151978702
0,0.11333333333333329,-0.6077244548096553
0,0.1200000000000001,-0.6061299734278648
0,0.1266666666666667,-0.6045218715294601
0,0.1333333333333333,-0.6029014189736148
0,0.1399999999999999,-0.6012706935031619
0,0.14666666666666672,-0.5996325363487788
0,0.15333333333333332,-0.5979904185768531
0,0.15999999999999992,-0.5963482267745539
0,0.16666666666666674,-0.5947099910923073
0,0.17333333333333334,-0.5930795899522329
0,0.17999999999999994,-0.591460471731019
0,0.18666666666666676,-0.5898554331404903
0,0.19333333333333336,-0.5882664866663957
0,0.19999999999999996,-0.586694836262464
0,0.20666666666666678,-0.5851409635426276
0,0.21333333333333337,-0.5836048086965357
0,0.21999999999999997,-0.5820860142700212
0,0.22666666666666657,-0.5805841885703211
0,0.2333333333333334,-0.5790991408390742
0,0.24,-0.5776310434801625
0,0.2466666666666666,-0.5761804872704261
0,0.2533333333333334,-0.574748412110428
0,0.26,-0.5733359159583229
0,0.2666666666666666,-0.5719439649732587
0,0.27333333333333343,-0.5705730452931371
0,0.28,-0.5692228084112968
0,0.2866666666666666,-0.5678917658051154
0,0.2933333333333332,-0.5665770835297079
0,0.30000000000000004,-0.5652745145019659
0,0.30666666666666664,-0.5639784870252752
0,0.31333333333333324,-0.5626823456033123
0,0.32000000000000006,-0.5613787176775802
0,0.32666666666666666,-0.5600599610346181
0,0.33333333333333326,-0.5587186341850617
0,0.3400000000000001,-0.5573479279639707
0,0.3466666666666667,-0.5559420016088582
0,0.3533333333333333,-0.5544961799280677
0,0.3600000000000001,-0.5530069879012657
0,0.3666666666666667,-0.5514720222236029
0,0.3733333333333333,-0.549889682482075
0,0.3799999999999999,-0.5482588044288196
0,0.3866666666666667,-0.5465782513242237
0,0.3933333333333333,-0.5448465246598277
0,0.3999999999999999,-0.5430614520666242
0,0.40666666666666673,-0.5412199985052328
0,0.41333333333333333,-0.5393182287393851
0,0.41999999999999993,-0.5373514273138015
0,0.42666666666666675,-0.5353143599510041
0,0.43333333333333335,-0.5332016405889842
0,0.43999999999999995,-0.5310081538677572
0,0.44666666666666677,-0.5287294755607412
0,0.45333333333333337,-0.5263622339930615
0,0.45999999999999996,-0.5239043635271662
0,0.46666666666666656,-0.5213552153499185
0,0.4733333333333334,-0.5187155089310297
0,0.48,-0.5159871270971998
0,0.4866666666666666,-0.5131727761092797
0,0.4933333333333334,-0.5102755472001934
0,0.5,-0.5072984260966366
0,0.5066666666666666,-0.5042438012491943
0,0.5133333333333334,-0.5011130197872099
0,0.52,-0.49790603328013205
0,0.5266666666666666,-0.4946211644633668
0,0.5333333333333334,-0.49125501273265804
0,0.54,-0.4878025020634736
0,0.5466666666666666,-0.4842570615701554
0,0.5533333333333332,-0.48061091738889067
0,0.56,-0.4768554657769449
0,0.5666666666666667,-0.47298169170951826
0,0.5733333333333333,-0.4689805949292641
0,0.5800000000000001,-0.4648435862132319
0,0.5866666666666667,-0.46056282025792505
0,0.5933333333333333,-0.4561314376492683
0,0.6000000000000001,-0.45154369644046755
0,0.6066666666666667,-0.44679498342772284
0,0.6133333333333333,-0.44188170574830665
0,0.6200000000000001,-0.43680107428351445
0,0.6266666666666667,-0.4315508007585217
0,0.6333333333333333,-0.4261287394973895
0,0.6399999999999999,-0.4205325115479572
0,0.6466666666666667,-0.41475915240174543
0,0.6533333333333333,-0.4088048240336548
0,0.6599999999999999,-0.4026646270417705
0,0.6666666666666667,-0.3963325393221468
0,0.6733333333333333,-0.3898014945835538
0,0.6799999999999999,-0.38306359830041364
0,0.6866666666666668,-0.37611046213699323
0,0.6933333333333334,-0.36893362250115985
0,0.7,-0.3615249968170055
0,0.7066666666666668,-0.3538773242121862
0,0.7133333333333334,-0.3459845369101758
0,0.72,-0.33784201519677676
0,0.7266666666666666,-0.32944669192241405
0,0.7333333333333334,-0.3207969906541292
0,0.74,-0.3118926025140742
0,0.7466666666666666,-0.3027341275984342
0,0.7533333333333334,-0.2933226246795133
0,0.76,-0.28365912497723433
0,0.7666666666666666,-0.273744170205899
0,0.7733333333333334,-0.26357743099823877
0,0.78,-0.25315744958833214
0,0.7866666666666666,-0.2424815319645779
0,0.7933333333333332,-0.2315457923009032
0,0.8,-0.22034532971815649
0,0.8066666666666666,-0.20887449784711265
0,0.8133333333333332,-0.19712721437983263
0,0.8200000000000001,-0.18509725300438468
0,0.8266666666666667,-0.1727784647094198
0,0.8333333333333333,-0.16016488881827
0,0.8400000000000001,-0.1472507342257877
0,0.8466666666666667,-0.13403023497324837
0,0.8533333333333333,-0.12049740765238043
0,0.8600000000000001,-0.10664575727300363
0,0.8666666666666667,-0.09246798984280179
0,0.8733333333333333,-0.07795579182736037
0,0.8799999999999999,-0.06309972826149673
0,0.8866666666666667,-0.04788929363812277
0,0.8933333333333333,-0.03231312544295265
0,0.8999999999999999,-0.016359363144794522
0,0.9066666666666667,-1.6109989226013866e-05
0,0.9133333333333333,0.01672806464659503
0,0.9199999999999999,0.03388365485229668
0,0.9266666666666667,0.051459851178170854
0,0.9333333333333333,0.06946433581896443
0,0.94,0.08790327621022495
0,0.9466666666666668,0.10678152408384753
0,0.9533333333333334,0.12610299574089745
0,0.96,0.1458711808623821
0,0.9666666666666666,0.16608970623337743
0,0.9733333333333334,0.1867628708590249
0,0.98,0.20789607197025575
0,0.9866666666666666,0.22949605718887128
0,0.9933333333333334,0.25157096442919
1,-1.0,0.0
1,-0.9933333333333333,-0.023272612952606308
1,-0.9866666666666667,-0.046061470650292244
1,-0.98,-0.0683691350033234
1,-0.9733333333333334,-0.09019862196864112
1,-0.9666666666666667,-0.11155355183265996
1,-0.96,-0.13243822859729198
1,-0.9533333333333334,-0.1528576458550696
1,-0.9466666666666667,-0.1728174240343915
1,-0.94,-0.1923236909204127
1,-0.9333333333333333,-0.21138292319973562
1,-0.9266666666666666,-0.23000177077998607
1,-0.92,-0.24818688727091764
1,-0.9133333333333333,-0.26594478896280394
1,-0.9066666666666666,-0.28328176085766194
1,-0.9,-0.3002038220757889
1,-0.8933333333333333,-0.31671675487687595
1,-0.8866666666666667,-0.332826192492899
1,-0.88,-0.34853775206539106
1,-0.8733333333333333,-0.3638571913900045
1,-0.8666666666666667,-0.37879056300419117
1,-0.86,-0.3933443372890311
1,-0.8533333333333333,-0.4075254682025161
1,-0.8466666666666667,-0.42134138105263774
1,-0.84,-0.43479987086694255
1,-0.8333333333333334,-0.44790891143639044
1,-0.8266666666666667,-0.46067638762139496
1,-0.8200000000000001,-0.4731097753852392
1,-0.8133333333333334,-0.4852158036133778
1,-0.8066666666666666,-0.49700013763232515
1,-0.8,-0.5084671254159395
1,-0.7933333333333333,-0.5196196432976833
1,-0.7866666666666666,-0.5304590688111595
1,-0.78,-0.5409853949609965
1,-0.7733333333333333,-0.5511974842845878
1,-0.7666666666666666,-0.5610934444294338
1,-0.76,-0.5706710917505798
1,-0.7533333333333333,-0.5799284576426302
1,-0.7466666666666666,-0.5888642856053159
1,-0.74,-0.5974784664396794
1,-0.7333333333333334,-0.6057723647576663
1,-0.7266666666666667,-0.6137490016100315
1,-0.72,-0.6214130741698166
1,-0.7133333333333334,-0.6287708121071587
1,-0.7066666666666667,-0.6358296892383375
1,-0.7,-0.6425980258368408
1,-0.6933333333333334,-0.6490845295081482
1,-0.6866666666666666,-0.6552978291345353
1,-0.6799999999999999,-0.6612460562243472
1,-0.6733333333333333,-0.6669365210586494
1,-0.6666666666666667,-0.6723755182042823
1,-0.6599999999999999,-0.6775682789128028
1,-0.6533333333333333,-0.6825190688605632
1,-0.6466666666666667,-0.6872314110811689
1,-0.64,-0.6917083982099284
1,-0.6333333333333333,-0.695953047330845
1,-0.6266666666666667,-0.6999686461698204
1,-0.62,-0.7037590416602234
1,-0.6133333333333333,-0.7073288306628825
1,-0.6066666666666667,-0.7106834266425971
1,-0.6,-0.7138289934882536
1,-0.5933333333333333,-0.716772256079271
1,-0.5866666666666667,-0.7195202141897603
1,-0.5800000000000001,-0.7220797996294569
1,-0.5733333333333333,-0.7244575243950447
1,-0.5666666666666667,-0.7266591690268173
1,-0.56,-0.7286895551770954
1,-0.5533333333333333,-0.7305524353213767
1,-0.5466666666666666,-0.7322505170822908
1,-0.54,-0.7337856218661776
1,-0.5333333333333333,-0.7351589598040261
1,-0.5266666666666666,-0.7363714876926768
1,-0.52,-0.7374243057647375
1,-0.5133333333333333,-0.7383190440924225
1,-0.5066666666666666,-0.7390581908816376
1,-0.5,-0.7396453226027042
1,-0.4933333333333333,-0.740085208767812
1,-0.4866666666666667,-0.7403837804535324
1,-0.48,-0.7405479691835597
1,-0.4733333333333334,-0.7405854391853927
1,-0.4666666666666667,-0.7405042491325889
1,-0.45999999999999996,-0.7403124875567654
1,-0.45333333333333337,-0.7400179281247574
1,-0.44666666666666666,-0.7396277467179644
1,-0.43999999999999995,-0.7391483323693324
1,-0.43333333333333335,-0.7385852100216755
1,-0.42666666666666664,-0.7379430767563355
1,-0.42000000000000004,-0.7372259368939148
1,-0.41333333333333333,-0.7364373074687686
1,-0.4066666666666666,-0.7355804559810202
1,-0.4,-0.7346586283919847
1,-0.3933333333333333,-0.7336752276193335
1,-0.3866666666666667,-0.7326339109999349
1,-0.38,-0.7315385881723265
1,-0.3733333333333333,-0.7303933167476687
1,-0.3666666666666667,-0.7292021097060355
1,-0.36,-0.7279686832638573
1,-0.3533333333333334,-0.7266961848066151
1,-0.3466666666666667,-0.7253869456892688
1,-0.33999999999999997,-0.7240423023655655
1,-0.33333333333333337,-0.7226625214203741
1,-0.32666666666666666,-0.7212468505843347
1,-0.31999999999999995,-0.7197937004686484
1,-0.31333333333333335,-0.7183009429265337
1,-0.30666666666666664,-0.7167662942625647
1,-0.30000000000000004,-0.7151877375237047
1,-0.29333333333333333,-0.7135639299244704
1,-0.2866666666666666,-0.7118945404412123
1,-0.28,-0.7101804691555809
1,-0.2733333333333333,-0.7084239133940858
1,-0.2666666666666667,-0.7066282644820503
1,-0.26,-0.7047978406130325
1,-0.2533333333333333,-0.7029374830727103
1,-0.2466666666666667,-0.701052061914126
1,-0.24,-0.699145950547858
1,-0.23333333333333328,-0.6972225346646341
1,-0.22666666666666668,-0.695283818494057
1,-0.21999999999999997,-0.6933301807800766
1,-0.21333333333333337,-0.6913603152889023
1,-0.20666666666666667,-0.6893713683753289
1,-0.19999999999999996,-0.6873592619933202
1,-0.19333333333333336,-0.6853191676907142
1,-0.18666666666666665,-0.6832460785629068
1,-0.18000000000000005,-0.6811354142762417
1,-0.17333333333333334,-0.6789835906292082
1,-0.16666666666666663,-0.6767884901115908
1,-0.16000000000000003,-0.6745497828003872
1,-0.15333333333333332,-0.6722690658960999
1,-0.1466666666666666,-0.6699498126571878
1,-0.14,-0.6675971444082712
1,-0.1333333333333333,-0.6652174596497515
1,-0.1266666666666667,-0.6628179694724132
1,-0.12,-0.6604061966474319
1,-0.11333333333333329,-0.6579894961078909
1,-0.10666666666666669,-0.6555746473641721
1,-0.09999999999999998,-0.6531675560488114
1,-0.09333333333333338,-0.6507730844374015
1,-0.08666666666666667,-0.6483950120991518
1,-0.07999999999999996,-0.6460361105367959
1,-0.07333333333333336,-0.6436983022010511
1,-0.06666666666666665,-0.6413828663563534
1,-0.06000000000000005,-0.6390906527624464
1,-0.053333333333333344,-0.6368222688363321
1,-0.046666666666666634,-0.6345782157311182
1,-0.040000000000000036,-0.6323589617219559
1,-0.033333333333333326,-0.6301649551016649
1,-0.026666666666666616,-0.6279965910844569
1,-0.020000000000000018,-0.6258541559497743
1,-0.013333333333333308,-0.6237377754375297
1,-0.00666666666666671,-0.6216473927074646
1,0.0,-0.6195827944168851
1,0.006666666666666599,-0.617543692931969
1,0.01333333333333342,-0.6155298602892474
1,0.020000000000000018,-0.6135412975053214
1,0.026666666666666616,-0.6115784133775777
1,0.03333333333333344,-0.6096421817877614
1,0.040000000000000036,-0.6077342467552241
1,0.046666666666666634,-0.6058569502286133
1,0.05333333333333323,-0.6040132680602834
1,0.06000000000000005,-0.6022066531678401
1,0.06666666666666665,-0.6004407993815313
1,0.07333333333333325,-0.598719352521772
1,0.08000000000000007,-0.5970456046411029
1,0.08666666666666667,-0.5954222114341162
1,0.09333333333333327,-0.5938509707268862
1,0.10000000000000009,-0.592332691842711
1,0.10666666666666669,-0.5908671726194716
1,0.11333333333333329,-0.5894532848601342
1,0.1200000000000001,-0.5880891524917495
1,0.1266666666666667,-0.5867723922925673
1,0.1333333333333333,-0.5855003770554518
1,0.1399999999999999,-0.5842704771772531
1,0.14666666666666672,-0.5830802396609562
1,0.15333333333333332,-0.5819274730885029
1,0.15999999999999992,-0.5808102219273233
1,0.16666666666666674,-0.5797266313850723
1,0.17333333333333334,-0.5786747222150234
1,0.17999999999999994,-0.5776521105793553
1,0.18666666666666676,-0.5766557188048163
1,0.19333333333333336,-0.5756815268365059
1,0.19999999999999996,-0.57472441063297
1,0.20666666666666678,-0.5737781030061212
1,0.21333333333333337,-0.5728352959446645
1,0.21999999999999997,-0.5718878836096739
1,0.22666666666666657,-0.5709273248388532
1,0.2333333333333334,-0.5699450861381605
1,0.24,-0.5689331134357575
1,0.2466666666666666,-0.5678842752464791
1,0.2533333333333334,-0.5667927222405247
1,0.26,-0.5656541182597774
1,0.2666666666666666,-0.5644657141866218
1,0.27333333333333343,-0.5632262564340919
1,0.28,-0.5619357433105229
1,0.2866666666666666,-0.5605950620889685
1,0.2933333333333332,-0.5592055545539443
1,0.30000000000000004,-0.5577685670744283
1,0.30666666666666664,-0.5562850418154397
1,0.31333333333333324,-0.5547551986250787
1,0.32000000000000006,-0.5531783435830759
1,0.32666666666666666,-0.551552822229987
1,0.33333333333333326,-0.5498761157459275
1,0.3400000000000001,-0.5481450596200428
1,0.3466666666666667,-0.5463561492101425
1,0.3533333333333333,-0.5445058869893901
1,0.3600000000000001,-0.5425911232918718
1,0.3666666666666667,-0.5406093460796422
1,0.3733333333333333,-0.5385588847690858
1,0.3799999999999999,-0.536439006788633
1,0.3866666666666667,-0.5342499011024383
1,0.3933333333333333,-0.5319925580838508
1,0.3999999999999999,-0.5296685677268774
1,0.40666666666666673,-0.5272798666342084
1,0.41333333333333333,-0.5248284676456987
1,0.41999999999999993,-0.5223162043278253
1,0.42666666666666675,-0.5197445165701042
1,0.43333333333333335,-0.5171142945790053
1,0.43999999999999995,-0.514425788328293
1,0.44666666666666677,-0.5116785797740919
1,0.45333333333333337,-0.508871607388629
1,0.45999999999999996,-0.506003227844008
1,0.46666666666666656,-0.5030712983980511
1,0.4733333333333334,-0.5000732654561543
1,0.48,-0.4970062490961765
1,0.4866666666666666,-0.493867118851366
1,0.4933333333333334,-0.4906525614100822
1,0.5,-0.4873591448888503
1,0.5066666666666666,-0.4839833860934353
1,0.5133333333333334,-0.48052182633635887
1,0.52,-0.4769711181358929
1,0.5266666666666666,-0.47332812021587173
1,0.5333333333333334,-0.46958999277671126
1,0.54,-0.46575428030296
1,0.5466666666666666,-0.46181896641698955
1,0.5533333333333332,-0.4577824853669365
1,0.56,-0.4536436780293215
1,0.5666666666666667,-0.44940168659035057
1,0.5733333333333333,-0.4450557905300338
1,0.5800000000000001,-0.4406051958801755
1,0.5866666666666667,-0.43604879840246213
1,0.5933333333333333,-0.43138494777061637
1,0.6000000000000001,-0.42661124274133577
1,0.6066666666666667,-0.4217243858674321
1,0.6133333333333333,-0.41672012041461554
1,0.6200000000000001,-0.4115932623847518
1,0.6266666666666667,-0.4063378281777904
1,0.6333333333333333,-0.40094724518404734
1,0.6399999999999999,-0.39541462045897263
1,0.6466666666666667,-0.3897330334890302
1,0.6533333333333333,-0.3838958144271827
1,0.6599999999999999,-0.3778967699481695
1,0.6666666666666667,-0.37173032514795484
1,0.6733333333333333,-0.3653915609614096
1,0.6799999999999999,-0.3588761409306199
1,0.6866666666666668,-0.35218013682027
1,0.6933333333333334,-0.34529977729734523
1,0.7,-0.338231155507314
1,0.7066666666666668,-0.3309699381360724
1,0.7133333333333334,-0.3235111193716946
1,0.72,-0.31584885784304434
1,0.7266666666666666,-0.3079764237726591
1,0.7333333333333334,-0.29988626869820123
1,0.74,-0.2915702132426409
1,0.7466666666666666,-0.28301973189951174
1,0.7533333333333334,-0.27422629995834674
1,0.76,-0.2651817584687374
1,0.7666666666666666,-0.25587864982526876
1,0.7733333333333334,-0.24631047961921781
1,0.78,-0.2364718694292891
1,0.7866666666666666,-0.2263585789768738
1,0.7933333333333332,-0.215967392679683
1,0.8,-0.2052958828635222
1,0.8066666666666666,-0.19434207744772555
1,0.8133333333333332,-0.1831040717828579
1,0.8200000000000001,-0.17157963100228685
1,0.8266666666666667,-0.15976582998714525
1,0.8333333333333333,-0.14765877287570814
1,0.8400000000000001,-0.1352534237831238
1,0.8466666666666667,-0.12254356647983522
1,0.8533333333333333,-0.10952189506771962
1,0.8600000000000001,-0.09618022220570904
1,0.8666666666666667,-0.08250977806718052
1,0.8733333333333333,-0.06850156349737391
1,0.8799999999999999,-0.05414671578219944
1,0.8866666666666667,-0.03943684541054761
1,0.8933333333333333,-0.02436430694470989
1,0.8999999999999999,-0.0089223757841235
1,0.9066666666666667,0.006894686019898675
1,0.9133333333333333,0.023091679129342783
1,0.9199999999999999,0.0396726233364393
1,0.9266666666666667,0.056641002135619775
1,0.9333333333333333,0.0740000684166917
1,0.94,0.0917531793944666
1,0.9466666666666668,0.10990412756165294
1,0.9533333333333334,0.12845743648803004
1,0.96,0.14741859520463818
1,0.9666666666666666,0.1667942119896108
1,0.9733333333333334,0.18659207676820772
1,0.98,0.20682113018285528
1,0.9866666666666666,0.22749134586547562
1,0.9933333333333334,0.24861353985653356
2,-1.0,0.0
2,-0.9933333333333333,-0.019155246696556265
2,-0.9866666666666667,-0.03782658738104448
2,-0.98,-0.056028800152401054
2,-0.9733333333333334,-0.07377568651208802
2,-0.9666666666666667,-0.09107971215148389
2,-0.96,-0.10795180793624312
2,-0.9533333333333334,-0.12440134566615713
2,-0.9466666666666667,-0.14043628020981294
2,-0.94,-0.15606342829190403
2,-0.9333333333333333,-0.17128883746410425
2,-0.9266666666666666,-0.1861181888731699
2,-0.92,-0.20055717562198164
2,-0.9133333333333333,-0.21461180490262755
2,-0.9066666666666666,-0.2282885855884769
2,-0.9,-0.2415945815109749
2,-0.8933333333333333,-0.25453733141932344
2,-0.8866666666666667,-0.2671246565436984
2,-0.88,-0.27936439284473835
2,-0.8733333333333333,-0.2912640951286903
2,-0.8666666666666667,-0.30283076287854027
2,-0.86,-0.31407063267588525
2,-0.8533333333333333,-0.32498907040511443
2,-0.8466666666666667,-0.3355905799822231
2,-0.84,-0.34587892676958776
2,-0.8333333333333334,-0.3558573560380399
2,-0.8266666666666667,-0.36552887255570826
2,-0.8200000000000001,-0.37489653875804024
2,-0.8133333333333334,-0.3839637471998993
2,-0.8066666666666666,-0.392734428221998
2,-0.8,-0.40121316498992
2,-0.7933333333333333,-0.409405203363323
2,-0.7866666666666666,-0.41731636089216967
2,-0.78,-0.4249528548839332
2,-0.7733333333333333,-0.4323210814513665
2,-0.7666666666666666,-0.43942738388623004
2,-0.76,-0.4462778486938358
2,-0.7533333333333333,-0.4528781613189394
2,-0.7466666666666666,-0.45923354217892476
2,-0.74,-0.4653487691035433
2,-0.7333333333333334,-0.4712282771543439
2,-0.7266666666666667,-0.4768763136208608
2,-0.72,-0.48229711696468647
2,-0.7133333333333334,-0.4874950850829467
2,-0.7066666666666667,-0.49247490099913177
2,-0.7,-0.4972415924243825
2,-0.6933333333333334,-0.5018005140764676
2,-0.6866666666666666,-0.5061572560090044
2,-0.6799999999999999,-0.5103174949756635
2,-0.6733333333333333,-0.5142868166194338
2,-0.6666666666666667,-0.5180705421335282
2,-0.6599999999999999,-0.5216735929242957
2,-0.6533333333333333,-0.5251004206780048
2,-0.6466666666666667,-0.5283550190915055
2,-0.64,-0.5314410192474301
2,-0.6333333333333333,-0.5343618556392467
2,-0.6266666666666667,-0.5371209767771484
2,-0.62,-0.5397220654442122
2,-0.6133333333333333,-0.5421692306522963
2,-0.6066666666666667,-0.5444671368272899
2,-0.6,-0.5466210452942838
2,-0.5933333333333333,-0.5486367572536265
2,-0.5866666666666667,-0.5505204638470339
2,-0.5800000000000001,-0.5522785248786091
2,-0.5733333333333333,-0.5539172105608288
2,-0.5666666666666667,-0.5554424480510551
2,-0.56,-0.5568596151352797
2,-0.5533333333333333,-0.5581734169125329
2,-0.5466666666666666,-0.5593878686209683
2,-0.54,-0.5605063907627716
2,-0.5333333333333333,-0.5615320041208778
2,-0.5266666666666666,-0.5624675951321014
2,-0.52,-0.5633162092405528
2,-0.5133333333333333,-0.5640813235193941
2,-0.5066666666666666,-0.5647670512265227
2,-0.5,-0.5653782400347481
2,-0.4933333333333333,-0.5659204411897348
2,-0.4866666666666667,-0.5663997464780024
2,-0.48,-0.5668225106061623
2,-0.4733333333333334,-0.5671949951451235
2,-0.4666666666666667,-0.5675229836114325
